# Total energy deposited in selected volumes (MeV) (Joules):
Slice1	6.43e+04	1.03e-08
Slice2	6.49e+04	1.04e-08
Slice3	6.524e+04	1.045e-08
Slice4	6.593e+04	1.056e-08
Slice5	6.637e+04	1.063e-08
Slice6	6.651e+04	1.066e-08
Slice7	6.686e+04	1.071e-08
Slice8	6.716e+04	1.076e-08
Slice9	6.765e+04	1.084e-08
Slice10	6.807e+04	1.091e-08
Slice11	6.82e+04	1.093e-08
Slice12	6.84e+04	1.096e-08
Slice13	6.887e+04	1.103e-08
Slice14	6.938e+04	1.112e-08
Slice15	6.97e+04	1.117e-08
Slice16	6.985e+04	1.119e-08
Slice17	7.062e+04	1.131e-08
Slice18	7.044e+04	1.129e-08
Slice19	7.097e+04	1.137e-08
Slice20	7.167e+04	1.148e-08
Slice21	7.19e+04	1.152e-08
Slice22	7.19e+04	1.152e-08
Slice23	7.236e+04	1.159e-08
Slice24	7.277e+04	1.166e-08
Slice25	7.305e+04	1.17e-08
Slice26	7.355e+04	1.178e-08
Slice27	7.398e+04	1.185e-08
Slice28	7.426e+04	1.19e-08
Slice29	7.435e+04	1.191e-08
Slice30	7.462e+04	1.196e-08
Slice31	7.494e+04	1.201e-08
Slice32	7.546e+04	1.209e-08
Slice33	7.588e+04	1.216e-08
Slice34	7.581e+04	1.215e-08
Slice35	7.635e+04	1.223e-08
Slice36	7.699e+04	1.234e-08
Slice37	7.721e+04	1.237e-08
Slice38	7.717e+04	1.236e-08
Slice39	7.794e+04	1.249e-08
Slice40	7.754e+04	1.242e-08
Slice41	7.837e+04	1.256e-08
Slice42	7.838e+04	1.256e-08
Slice43	7.933e+04	1.271e-08
Slice44	7.936e+04	1.272e-08
Slice45	8.014e+04	1.284e-08
Slice46	8.052e+04	1.29e-08
Slice47	8.085e+04	1.295e-08
Slice48	8.156e+04	1.307e-08
Slice49	8.18e+04	1.311e-08
Slice50	8.235e+04	1.319e-08
Slice51	8.284e+04	1.327e-08
Slice52	8.333e+04	1.335e-08
Slice53	8.385e+04	1.343e-08
Slice54	8.414e+04	1.348e-08
Slice55	8.534e+04	1.367e-08
Slice56	8.541e+04	1.368e-08
Slice57	8.595e+04	1.377e-08
Slice58	8.6e+04	1.378e-08
Slice59	8.703e+04	1.394e-08
Slice60	8.769e+04	1.405e-08
Slice61	8.823e+04	1.414e-08
Slice62	8.904e+04	1.427e-08
Slice63	8.945e+04	1.433e-08
Slice64	8.978e+04	1.439e-08
Slice65	9.055e+04	1.451e-08
Slice66	9.136e+04	1.464e-08
Slice67	9.208e+04	1.475e-08
Slice68	9.287e+04	1.488e-08
Slice69	9.354e+04	1.499e-08
Slice70	9.377e+04	1.502e-08
Slice71	9.457e+04	1.515e-08
Slice72	9.54e+04	1.528e-08
Slice73	9.655e+04	1.547e-08
Slice74	9.721e+04	1.557e-08
Slice75	9.809e+04	1.572e-08
Slice76	9.888e+04	1.584e-08
Slice77	9.992e+04	1.601e-08
Slice78	1.011e+05	1.62e-08
Slice79	1.016e+05	1.628e-08
Slice80	1.033e+05	1.655e-08
Slice81	1.044e+05	1.673e-08
Slice82	1.053e+05	1.688e-08
Slice83	1.072e+05	1.717e-08
Slice84	1.081e+05	1.732e-08
Slice85	1.095e+05	1.755e-08
Slice86	1.111e+05	1.78e-08
Slice87	1.128e+05	1.808e-08
Slice88	1.144e+05	1.833e-08
Slice89	1.163e+05	1.864e-08
Slice90	1.177e+05	1.886e-08
Slice91	1.199e+05	1.921e-08
Slice92	1.218e+05	1.952e-08
Slice93	1.242e+05	1.991e-08
Slice94	1.267e+05	2.031e-08
Slice95	1.296e+05	2.076e-08
Slice96	1.327e+05	2.127e-08
Slice97	1.358e+05	2.176e-08
Slice98	1.391e+05	2.228e-08
Slice99	1.429e+05	2.29e-08
Slice100	1.468e+05	2.352e-08
Slice101	1.516e+05	2.429e-08
Slice102	1.567e+05	2.511e-08
Slice103	1.627e+05	2.607e-08
Slice104	1.698e+05	2.721e-08
Slice105	1.782e+05	2.856e-08
Slice106	1.884e+05	3.019e-08
Slice107	2.009e+05	3.218e-08
Slice108	2.163e+05	3.466e-08
Slice109	2.362e+05	3.785e-08
Slice110	2.645e+05	4.238e-08
Slice111	3.051e+05	4.888e-08
Slice112	3.452e+05	5.531e-08
Slice113	3.322e+05	5.323e-08
Slice114	2.281e+05	3.655e-08
Slice115	9.601e+04	1.538e-08
Slice116	2.312e+04	3.704e-09
Slice117	3025	4.846e-10
Slice118	333	5.335e-11
Slice119	247.8	3.97e-11
Slice120	235.5	3.773e-11
Slice121	228.7	3.665e-11
Slice122	245.3	3.929e-11
Slice123	192	3.076e-11
Slice124	249.1	3.991e-11
Slice125	170	2.723e-11
Slice126	198.5	3.181e-11
Slice127	232.5	3.726e-11
Slice128	154.4	2.473e-11
Slice129	220.3	3.529e-11
Slice130	178.3	2.856e-11
Slice131	202.1	3.239e-11
Slice132	149.2	2.391e-11
Slice133	164.8	2.641e-11
Slice134	114.8	1.84e-11
Slice135	175.2	2.807e-11
Slice136	164.7	2.639e-11
Slice137	137.5	2.203e-11
Slice138	263.3	4.219e-11
Slice139	165	2.644e-11
Slice140	189.2	3.032e-11
Slice141	189.9	3.042e-11
Slice142	195.8	3.137e-11
Slice143	205.1	3.286e-11
Slice144	173.4	2.778e-11
Slice145	200.3	3.209e-11
Slice146	207.2	3.319e-11
Slice147	186.3	2.984e-11
Slice148	196.6	3.15e-11
Slice149	177.8	2.848e-11
Slice150	158.5	2.54e-11
Slice151	113.8	1.823e-11
Slice152	123.3	1.976e-11
Slice153	142.4	2.281e-11
Slice154	161.9	2.594e-11
Slice155	187.9	3.011e-11
Slice156	171.8	2.753e-11
Slice157	138.8	2.223e-11
Slice158	135.3	2.167e-11
Slice159	199.6	3.198e-11
Slice160	158.4	2.538e-11
Slice161	129.9	2.082e-11
Slice162	131.7	2.11e-11
Slice163	125.9	2.017e-11
Slice164	143.3	2.296e-11
Slice165	161.2	2.583e-11
Slice166	172.8	2.768e-11
Slice167	134.2	2.151e-11
Slice168	143.1	2.293e-11
Slice169	111	1.779e-11
Slice170	67.55	1.082e-11
Slice171	92.16	1.477e-11
Slice172	130	2.083e-11
Slice173	123.6	1.98e-11
Slice174	162.7	2.606e-11
Slice175	129.5	2.075e-11
Slice176	89.49	1.434e-11
Slice177	79.53	1.274e-11
Slice178	106.1	1.7e-11
Slice179	99.53	1.595e-11
Slice180	76.19	1.221e-11
Slice181	81.38	1.304e-11
Slice182	56.64	9.075e-12
Slice183	68.18	1.092e-11
Slice184	92.79	1.487e-11
Slice185	86.41	1.384e-11
Slice186	81.39	1.304e-11
Slice187	107.2	1.718e-11
Slice188	117	1.875e-11
Slice189	44.74	7.169e-12
Slice190	78.23	1.253e-11
Slice191	71.83	1.151e-11
Slice192	51.64	8.274e-12
Slice193	80.84	1.295e-11
Slice194	71.53	1.146e-11
Slice195	70.67	1.132e-11
Slice196	49.75	7.97e-12
Slice197	62.95	1.009e-11
Slice198	64.07	1.026e-11
Slice199	74.52	1.194e-11
Slice200	60.41	9.679e-12
Slice201	97.79	1.567e-11
Slice202	51.52	8.255e-12
Slice203	81.65	1.308e-11
Slice204	88.41	1.417e-11
Slice205	42.76	6.851e-12
Slice206	54.41	8.717e-12
Slice207	37.81	6.058e-12
Slice208	41.41	6.634e-12
Slice209	21.23	3.402e-12
Slice210	34.75	5.568e-12
Slice211	70.58	1.131e-11
Slice212	76.45	1.225e-11
Slice213	125.6	2.013e-11
Slice214	67.99	1.089e-11
Slice215	70.85	1.135e-11
Slice216	42.33	6.781e-12
Slice217	46.42	7.438e-12
Slice218	28.29	4.532e-12
Slice219	44.89	7.192e-12
Slice220	38.8	6.216e-12
Slice221	37.41	5.994e-12
Slice222	85.89	1.376e-11
Slice223	66.81	1.07e-11
Slice224	72.05	1.154e-11
Slice225	55.19	8.842e-12
Slice226	77.23	1.237e-11
Slice227	109.5	1.754e-11
Slice228	66.71	1.069e-11
Slice229	90.81	1.455e-11
Slice230	80.2	1.285e-11
Slice231	77.77	1.246e-11
Slice232	42.13	6.749e-12
Slice233	59.86	9.591e-12
Slice234	49.55	7.939e-12
Slice235	47.8	7.659e-12
Slice236	31.48	5.044e-12
Slice237	50.75	8.131e-12
Slice238	58.88	9.433e-12
Slice239	72.28	1.158e-11
Slice240	74.11	1.187e-11
Slice241	104.3	1.672e-11
Slice242	84.07	1.347e-11
Slice243	57.05	9.14e-12
Slice244	41.38	6.629e-12
Slice245	32	5.126e-12
Slice246	60.57	9.705e-12
Slice247	15.51	2.485e-12
Slice248	25.94	4.157e-12
Slice249	34.18	5.476e-12
Slice250	43.43	6.958e-12
Slice251	37.44	5.998e-12
Slice252	47.43	7.599e-12
Slice253	30.95	4.959e-12
Slice254	39.88	6.389e-12
Slice255	20.68	3.313e-12
Slice256	14.39	2.305e-12
Slice257	15.64	2.505e-12
Slice258	38.7	6.2e-12
Slice259	41.46	6.643e-12
Slice260	22.11	3.542e-12
Slice261	23.99	3.843e-12
Slice262	49.04	7.857e-12
Slice263	46.85	7.506e-12
Slice264	29.29	4.693e-12
Slice265	36.6	5.864e-12
Slice266	18.85	3.02e-12
Slice267	33.95	5.439e-12
Slice268	60.3	9.66e-12
Slice269	21.59	3.459e-12
Slice270	19.19	3.074e-12
Slice271	23.13	3.706e-12
Slice272	27.27	4.369e-12
Slice273	39.97	6.404e-12
Slice274	18.98	3.041e-12
Slice275	17.41	2.789e-12
Slice276	18.71	2.998e-12
Slice277	35.2	5.639e-12
Slice278	13.49	2.161e-12
Slice279	42.74	6.847e-12
Slice280	18.24	2.922e-12
Slice281	25.84	4.139e-12
Slice282	34.49	5.526e-12
Slice283	38.52	6.172e-12
Slice284	29.97	4.802e-12
Slice285	25.59	4.1e-12
Slice286	20.74	3.323e-12
Slice287	16.34	2.619e-12
Slice288	21.34	3.419e-12
Slice289	20.86	3.342e-12
Slice290	7.941	1.272e-12
Slice291	38.92	6.235e-12
Slice292	19.81	3.175e-12
Slice293	8.743	1.401e-12
Slice294	22.68	3.634e-12
Slice295	22.05	3.533e-12
Slice296	22.24	3.563e-12
Slice297	32.42	5.194e-12
Slice298	30.68	4.915e-12
Slice299	4.527	7.253e-13
Slice300	8.629	1.383e-12
