# Total energy deposited in selected volumes (MeV) (Joules):
Slice1	6.424e+04	1.029e-08
Slice2	6.483e+04	1.039e-08
Slice3	6.521e+04	1.045e-08
Slice4	6.573e+04	1.053e-08
Slice5	6.625e+04	1.061e-08
Slice6	6.657e+04	1.067e-08
Slice7	6.679e+04	1.07e-08
Slice8	6.713e+04	1.076e-08
Slice9	6.739e+04	1.08e-08
Slice10	6.798e+04	1.089e-08
Slice11	6.835e+04	1.095e-08
Slice12	6.862e+04	1.099e-08
Slice13	6.905e+04	1.106e-08
Slice14	6.942e+04	1.112e-08
Slice15	6.969e+04	1.117e-08
Slice16	6.978e+04	1.118e-08
Slice17	7.05e+04	1.129e-08
Slice18	7.012e+04	1.123e-08
Slice19	7.094e+04	1.137e-08
Slice20	7.135e+04	1.143e-08
Slice21	7.189e+04	1.152e-08
Slice22	7.224e+04	1.157e-08
Slice23	7.247e+04	1.161e-08
Slice24	7.278e+04	1.166e-08
Slice25	7.359e+04	1.179e-08
Slice26	7.372e+04	1.181e-08
Slice27	7.418e+04	1.189e-08
Slice28	7.438e+04	1.192e-08
Slice29	7.466e+04	1.196e-08
Slice30	7.476e+04	1.198e-08
Slice31	7.492e+04	1.2e-08
Slice32	7.553e+04	1.21e-08
Slice33	7.582e+04	1.215e-08
Slice34	7.595e+04	1.217e-08
Slice35	7.641e+04	1.224e-08
Slice36	7.695e+04	1.233e-08
Slice37	7.743e+04	1.241e-08
Slice38	7.752e+04	1.242e-08
Slice39	7.794e+04	1.249e-08
Slice40	7.791e+04	1.248e-08
Slice41	7.861e+04	1.26e-08
Slice42	7.882e+04	1.263e-08
Slice43	7.937e+04	1.272e-08
Slice44	7.958e+04	1.275e-08
Slice45	8.004e+04	1.282e-08
Slice46	8.084e+04	1.295e-08
Slice47	8.098e+04	1.297e-08
Slice48	8.146e+04	1.305e-08
Slice49	8.172e+04	1.309e-08
Slice50	8.229e+04	1.318e-08
Slice51	8.285e+04	1.327e-08
Slice52	8.3e+04	1.33e-08
Slice53	8.367e+04	1.341e-08
Slice54	8.419e+04	1.349e-08
Slice55	8.498e+04	1.361e-08
Slice56	8.55e+04	1.37e-08
Slice57	8.566e+04	1.372e-08
Slice58	8.633e+04	1.383e-08
Slice59	8.687e+04	1.392e-08
Slice60	8.719e+04	1.397e-08
Slice61	8.752e+04	1.402e-08
Slice62	8.831e+04	1.415e-08
Slice63	8.917e+04	1.429e-08
Slice64	8.973e+04	1.438e-08
Slice65	9.047e+04	1.449e-08
Slice66	9.102e+04	1.458e-08
Slice67	9.226e+04	1.478e-08
Slice68	9.268e+04	1.485e-08
Slice69	9.315e+04	1.492e-08
Slice70	9.373e+04	1.502e-08
Slice71	9.471e+04	1.517e-08
Slice72	9.526e+04	1.526e-08
Slice73	9.605e+04	1.539e-08
Slice74	9.683e+04	1.551e-08
Slice75	9.783e+04	1.567e-08
Slice76	9.891e+04	1.585e-08
Slice77	9.994e+04	1.601e-08
Slice78	1.013e+05	1.623e-08
Slice79	1.017e+05	1.629e-08
Slice80	1.035e+05	1.659e-08
Slice81	1.041e+05	1.668e-08
Slice82	1.053e+05	1.687e-08
Slice83	1.066e+05	1.708e-08
Slice84	1.081e+05	1.733e-08
Slice85	1.095e+05	1.755e-08
Slice86	1.107e+05	1.774e-08
Slice87	1.126e+05	1.803e-08
Slice88	1.141e+05	1.827e-08
Slice89	1.16e+05	1.858e-08
Slice90	1.179e+05	1.888e-08
Slice91	1.195e+05	1.915e-08
Slice92	1.218e+05	1.952e-08
Slice93	1.241e+05	1.988e-08
Slice94	1.264e+05	2.025e-08
Slice95	1.293e+05	2.071e-08
Slice96	1.325e+05	2.124e-08
Slice97	1.358e+05	2.175e-08
Slice98	1.393e+05	2.232e-08
Slice99	1.428e+05	2.288e-08
Slice100	1.466e+05	2.349e-08
Slice101	1.51e+05	2.419e-08
Slice102	1.561e+05	2.501e-08
Slice103	1.626e+05	2.604e-08
Slice104	1.697e+05	2.719e-08
Slice105	1.778e+05	2.848e-08
Slice106	1.881e+05	3.014e-08
Slice107	2.006e+05	3.214e-08
Slice108	2.155e+05	3.453e-08
Slice109	2.359e+05	3.779e-08
Slice110	2.639e+05	4.229e-08
Slice111	3.036e+05	4.864e-08
Slice112	3.45e+05	5.528e-08
Slice113	3.345e+05	5.36e-08
Slice114	2.33e+05	3.733e-08
Slice115	1.001e+05	1.603e-08
Slice116	2.467e+04	3.952e-09
Slice117	3187	5.107e-10
Slice118	388.9	6.23e-11
Slice119	274.4	4.396e-11
Slice120	244.5	3.917e-11
Slice121	254.5	4.078e-11
Slice122	306.8	4.916e-11
Slice123	240.3	3.85e-11
Slice124	282.5	4.527e-11
Slice125	318.8	5.108e-11
Slice126	229.5	3.677e-11
Slice127	190.6	3.054e-11
Slice128	205.6	3.294e-11
Slice129	172.5	2.764e-11
Slice130	208.5	3.34e-11
Slice131	207.4	3.323e-11
Slice132	152	2.435e-11
Slice133	219.3	3.514e-11
Slice134	217.7	3.488e-11
Slice135	168.8	2.705e-11
Slice136	131.6	2.108e-11
Slice137	197.3	3.161e-11
Slice138	185.9	2.979e-11
Slice139	151.1	2.422e-11
Slice140	165.7	2.655e-11
Slice141	114	1.827e-11
Slice142	160.6	2.573e-11
Slice143	141.1	2.261e-11
Slice144	153.1	2.453e-11
Slice145	146.4	2.345e-11
Slice146	204.5	3.277e-11
Slice147	146.1	2.341e-11
Slice148	209.8	3.361e-11
Slice149	180.3	2.889e-11
Slice150	174.1	2.789e-11
Slice151	159.7	2.559e-11
Slice152	158.7	2.543e-11
Slice153	169.6	2.717e-11
Slice154	137.3	2.2e-11
Slice155	146.1	2.34e-11
Slice156	209.7	3.359e-11
Slice157	143.1	2.293e-11
Slice158	178.1	2.853e-11
Slice159	127.6	2.044e-11
Slice160	149.3	2.392e-11
Slice161	116	1.858e-11
Slice162	143	2.291e-11
Slice163	125	2.003e-11
Slice164	156.4	2.506e-11
Slice165	143.7	2.302e-11
Slice166	167.3	2.681e-11
Slice167	68.49	1.097e-11
Slice168	82.31	1.319e-11
Slice169	96.17	1.541e-11
Slice170	107.9	1.729e-11
Slice171	117	1.874e-11
Slice172	145	2.323e-11
Slice173	139.3	2.232e-11
Slice174	148.3	2.376e-11
Slice175	112.3	1.799e-11
Slice176	103.1	1.651e-11
Slice177	132.2	2.118e-11
Slice178	98.12	1.572e-11
Slice179	80.56	1.291e-11
Slice180	121.9	1.954e-11
Slice181	73.06	1.171e-11
Slice182	110	1.762e-11
Slice183	64.36	1.031e-11
Slice184	102.2	1.638e-11
Slice185	95.13	1.524e-11
Slice186	123	1.971e-11
Slice187	78.42	1.256e-11
Slice188	50.67	8.118e-12
Slice189	87.88	1.408e-11
Slice190	107.3	1.72e-11
Slice191	98.3	1.575e-11
Slice192	98.81	1.583e-11
Slice193	55.77	8.935e-12
Slice194	69.24	1.109e-11
Slice195	74.21	1.189e-11
Slice196	82.16	1.316e-11
Slice197	60.72	9.729e-12
Slice198	64.23	1.029e-11
Slice199	79.13	1.268e-11
Slice200	61.35	9.83e-12
Slice201	76.82	1.231e-11
Slice202	36.92	5.915e-12
Slice203	55.35	8.868e-12
Slice204	86.34	1.383e-11
Slice205	64.4	1.032e-11
Slice206	77.81	1.247e-11
Slice207	112.6	1.805e-11
Slice208	108.7	1.742e-11
Slice209	110.1	1.764e-11
Slice210	62.56	1.002e-11
Slice211	83.86	1.344e-11
Slice212	57.96	9.286e-12
Slice213	52.14	8.354e-12
Slice214	82.74	1.326e-11
Slice215	71.33	1.143e-11
